ART 2H	Demonstrate, in seminar-type discussions, critical thinking skills in the examination of the art and cultures studied, analyzing works within their original social and physical contexts.
ART 2H	Analyze and interpret art based on “reading” its visual language (iconography) and on research into the context within which it was originally created.
ART 2H	Demonstrate the ability to form and support an argument relative to function(s) and meaning(s) of a researched artwork.
ART 2H	Demonstrate advanced writing skills and creative critical thinking in composing a minimum of 5000 words in analytical essays and creative papers.
ART 3	Identify, examine, and assess representative works of art and architecture from the art historical periods covered in this course employing appropriate art historical terminology.
ART 3	Analyze, discuss, and differentiate works of art and architecture in terms of historical context and cultural values.
ART 3	Analyze, discuss, and distinguish the roles of art, architecture, and the artist from the art historical periods covered in this course.
ART 4	Identify, examine, and assess representative works of art and architecture from the Renaissance to the contemporary period employing appropriate art historical terminology.
ART 4	Analyze, discuss, and differentiate works of art and architecture in terms of historical context and cultural values.
ART 4	Analyze, discuss, and distinguish the roles of art, architecture, and the artist from the Renaissance to the Contemporary period.
ART 4H	Analyze, compare, and synthesize significant global ideas and primary original works of art and architecture from many different cultures and time periods, realizing both their distinctiveness and commonalities.
ART 4H	Demonstrate, in seminar-type discussions, critical thinking skills in the examination of the art and cultures studied, analyzing works within their original social and physical contexts.
ART 4H	Analyze and interpret art based on “reading” its visual language (iconography) and on research into the context within which it was originally created.
ART 4H	Demonstrate the ability to form and support an argument relative to function(s) and meaning(s) of a researched artwork.
ART 4H	Demonstrate advanced writing skills and creative critical thinking in composing a minimum of 5000 words in analytical essays and creative papers.
ART 5	Identify, examine, and assess representative works of art and architecture from the art historical periods covered in this course employing appropriate art historical terminology
ART 5	Analyze, discuss, and differentiate works of art and architecture in terms of historical context and cultural values
ART 5	Analyze, discuss, and distinguish the roles of art, architecture, and the artist from the art historical periods covered in this course
ART 6	Identify, examine, and assess representative works of art and architecture from the art historical periods covered in this course employing appropriate art historical terminology
ART 6	Analyze, discuss, and differentiate works of art and architecture in terms of historical context and cultural values
ART 6	Analyze, discuss, and distinguish the roles of art, architecture, and the artist form the art historical periods covered in this course
ART 7	Demonstrate a working knowledge and understanding of the basic elements of a two-dimensional art, including line, shape, texture, value, color and spatial illusion.
ART 7	Demonstrate a working knowledge and understanding of the organizing principles of two-dimensional art, including balance, proportion, repetition, contrast, harmony, unity, point of emphasis, and visual movement.
ART 7	Independently produce visual compositions and problem-solving projects that successfully incorporate the basic elements and organizing principles of two-dimensional art.
ART 7	Make individual aesthetic decisions and judgments related to their own artwork.
ART 7	Skillfully use a variety of artistic materials, techniques and tools.
ART 7	Translate ideas and visual experience into images using both formal and conceptual approach.
ART 7	Discuss, critique and evaluate their own two-dimensional compositions, as well as those of their classmates.
ART 7	Discuss and write a critical evaluation of two-dimensional art using the appropriate vocabulary and terminology pertaining to the basic elements and organizing principles of two-dimensional art.
ART 7	Examine, compare and analyze historical and contemporary examples of two-dimensional art, within a global context.
ART 8	Observe and accurately render three-dimensional objects on a two-dimensional surface.
ART 8	Create drawings that demonstrate the basic principles of spatial illusion through the application of linear, atmospheric, and other perspective systems.
ART 8	Utilize a variety of lines and mark making in drawing.
ART 8	Organize spaces and objects within a drawing according to basic principles of design and composition.
ART 8	Accurately describe forms and space through gradations of value.
ART 8	Utilize and apply a wide range of drawing materials and techniques
ART 8	Develop expressive content through manipulation of line, form, value, and composition.
ART 8	Evaluate and critique class projects using relevant terminology in oral or written formats.
ART 8	Examine and describe historical and contemporary developments, trends, materials, and approaches in drawing.
ART 9	Identify and understand the formal elements and organizing principles of three-dimensional art.
ART 9	Independently produce objects, forms, and problem-solving projects that successfully incorporate the basic elements and organizing principles of three-dimensional art.
ART 9	Discuss, describe, analyze and critique three-dimensional works of art through references to the formal elements and principles of design.
ART 9	Make individual aesthetic decisions and judgments related to their own design work.
ART 9	Translate ideas and visual experience into tactile forms objects using both formal and conceptual approaches.
ART 9	Recognize the presence of specific design elements and principles in works of art as well as in the everyday physical world around them, throughout history and across cultures.
ART 9	Compose in three dimensions and work with a variety of media which may include but is not limited to clay, wood, metal, paint, plaster, paper, fibers, mixed media, and in the use of digital technology such as 3D scanners and printers in an appropriate and safe manner.
ART 11	Produce drawings that creatively interpret and apply formal design elements in the production of images in a wide range of media, formats, and surfaces.
ART 11	Design and produce a portfolio of drawings in multiple mediums and formats that successfully demonstrates: subjective and expressive uses of value, techniques and concepts of abstraction or non-objective art, experimentation with combinations of wet and dry mediums, observational, expressive, and conceptual analysis or application of color, application and drawing techniques for a variety of color media, non-traditional compositions, formats, surfaces and materials, conceptually oriented approaches to drawing, and Integration of form and content.
ART 11	Construct and prepare appropriate supports and surfaces for mixed media drawing.
ART 11	Evaluate and critique class projects using relevant terminology in oral or written formats.
ART 11	Examine and describe historical and contemporary developments, trends, materials, and approaches in drawing.
ART 11	Translate images and conceptual ideas into drawings.
ART 11	Employ compositional techniques using balance of value systems, a variety of shapes, a variety of sizes, and traditional concepts such as asymmetry and symmetry.
ART 14	Create observational drawings from the live figure model in a wide range of drawing media.
ART 14	Develop expressive content through manipulation of line, form, value, composition posture, and anatomical proportions.
ART 14	Evaluate and critique class projects using relevant terminology in oral or written formats.
ART 14	Examine and describe the major historical, contemporary, and critical trends in figure drawing.
ART 14	Demonstrate the successful development and application of proportion, sighting, measurement, and foreshortening.
ART 14	Demonstrate Gesture drawing and massing of form using line and value.
ART 14	Apply volume and form to the human figure using structural and planar anylsis.
ART 14	Develop compositional stategies using the human figure.
ART 15	Illustrate positive/negative space relationships
ART 15	Illustrate line and mass relationships
ART 15	Create compositions using multiple figures.
ART 15	Identify symmetry and asymmetry.
ART 15	Demonstrate color perspective and color balance.
ART 15	Describe a variety of historical and contemporary figurative artist and works.
ART 16	Create expressive drawings using various drawing media and techniques.
ART 16	Demonstrate the components of composition.
ART 16	Describe contemporary trends in figure drawing in the arts.
ART 16	Apply color and color theory to figure drawings.
ART 16	Utilize the elements and principles of design in figurative compositions.
ART 16	Compose mixed media collage to create figure studies and compositions.
ART 17	Create paintings that evince a working knowledge of the physical properties of painting materials;
ART 17	Organize and apply the basic formal elements and principles of design in paintings;
ART 17	Apply the principles of perceptually and theoretically based color theory to painting projects;
ART 17	Construct and prepare painting surfaces and supports;
ART 17	Develop expressive content through manipulation of mark, color, value, and composition;
ART 17	Assess and critique paintings in group, individual, and written contexts using relevant critique formats, concepts and terminology;
ART 17	Safely handle and use studio painting materials and equipment.
ART 18	Prepare a variety of painting surfaces.
ART 18	Demonstrate a personal sense of color and color theory within compositions.
ART 18	Create successful compositions using a variety of canvas sizes and aspect ratios.
ART 18	Describe art using appropriate terminology.
ART 18	Examine and describe historical and contemporary developments, trends, materials, and approaches in painting.
ART 18	Assess and critique paintings in group, individual, and written contexts using relevant critique formats, concepts and terminology.
ART 18	Safely handle and use studio painting materials and equipment.
ART 18	Create an artist statement.
ART 19	Demonstrate advanced technical skills and knowledge of materials and processes using paint and mixed media.
ART 19	Demonstrate a familiarity with a variety of local, national, and internationally acclaimed artists' artworks.
ART 19	Formulate a personal painting philosophy and artist statement.
ART 19	Critique paintings individually and in groups.
ART 19	Describe paintings and art concepts with a professional art-related vocabulary.
ART 19	Demonstrate safe handling of studio painting materials and equipment.
ART 22	Demonstrate a proper use of the tools, media, and processes used in water-based screen-printing techniques.
ART 22	Demonstrate a progressively developing technical expertise in the use of these media and processes.
ART 22	Identify the variety of uses of this medium by contemporary artists, illustrators, and clothing designers.
ART 22	Translate design and color through the creation of original compositions.
ART 22	Demonstrate personal creativity, concept and critical awareness of aesthetics through the production of original artwork and through participation in class critiques and discussions.
ART 23	Create a portfolio of work demonstrating formal, conceptual, and material development in a broad range of printmaking techniques.
ART 23	Evaluate and critique class projects using correct terminology in oral or written formats.
ART 23	Examine and describe historical and contemporary developments, trends, materials, and approaches in printmaking.
ART 23	Safely handle and maintain the print lab equipment.
ART 23	Translate ideas and visual experience into images using both formal and conceptual approaches.
ART 31	Identify materials and processes involved in producing print-ready artwork.
ART 31	Demonstrate technical proficiency in artwork production processes.
ART 31	Recognize contemporary job markets in the design fields.
ART 31	Use software and graphic design skills to create hands-on design projects.
ART 32	Employ a basic typographic vocabulary.
ART 32	Judge and select type appropriate to specific communication goals.
ART 32	Identify famous typographers and their contributions.
ART 32	Manipulating type so that it controls the viewer’s eye, thus enhancing the communication process.
ART 32	Discuss origins of type and its historical development.
ART 32	Describe the application of problem solving techniques in design.
ART 32	Utilize the principles of contrast for emphasis in a layout.
ART 34	Apply principles of graphic design for creating advanced design projects.
ART 34	Demonstrate expanded technical proficiency and increased skills in the use of graphic design applications.
ART 34	Complete advanced design projects working within guidelines and design constraints set by clients.
ART 34	Identify contemporary job markets in graphic design industries, while developing portfolio-related projects specific to obtaining employment in a design field.
ART 35	Identify the characteristics and uses of art materials and digital media commonly used for creating contemporary illustration projects.
ART 35	Identify the basic terminology of illustration art.
ART 35	Describe the various functions and purposes of illustration art.
ART 35	Analyze techniques and styles of contemporary illustrators.
ART 35	Discuss the function and use of illustration and fine art in print and online design.
ART 35	Identify employment opportunities and skills required in the illustration field.
ART 35	Compare and contrast the differences between historical and contemporary illustration techniques.
ART 36	Demonstrate technical proficiency in the use of materials, tools and software to produce real-world client projects.
ART 36	Use appropriate terminology in describing illustration and its functions and purposes.
ART 36	Analyze and examine the field of illustration. This examination would include investigation of the functions of illustration in various cultures and business models.
ART 36	Discuss the types of demands and disciplines required to be competitive in the illustration fields and design industries.
ART 36	Develop and assemble a personal resume and portfolio of illustration projects.
AUT 1	Identify and describe the function of various parts in a 4-cycle gas engine.
AUT 1	Identify and describe the function of various parts related to automatic transmissions/transaxles.
AUT 1	Identify and describe the function of various parts related to suspension and steering systems.
AUT 1	Identify and describe the function of various parts related to the brake system.
AUT 1	Identify and describe the function of various parts in the electrical/electronic system.
AUT 1	Identify and describe the function of various parts in the heating and air conditioning system.
AUT 1	Identify and describe the function of various parts related to engine performance.
AUT 1	Identify and describe the personal protective equipment used in the automotive industry.
AUT 2	Safely perform a Solo A2 Express Service with efficiency and 100% accuracy.
AUT 2	Safely perform a Tech A/B B1 Express Service with efficiency and 100% accuracy.
AUT 2	Analyze and describe the resources available to properly perform an Express Service inspection and service.
AUT 2	Compare and contrast the types of braking systems used on today’s vehicles and how they operate.
AUT 2	Identify and describe the operation of the vehicle horn, parking brake, and interior and exterior lights.
AUT 2	Identify construction and function of automotive batteries and the inspection process of battery exterior and cables for signs of damage.
AUT 2	Describe the cooling system and coolant hose functions.
AUT 2	Describe the procedure for filling the engine with oil and determining the correct oil level.
AUT 2	Describe tire construction and function and identify the wear characteristics due to improper inflation and incorrect alignment.
AUT 6	Describe the theory and operation of the systems and components related to batteries.
AUT 6	Describe the theory and operation of car starting systems.
AUT 6	Describe the purpose of car charging systems.
AUT 6	Describe the theory and operation of the systems, sub systems, and components in the areas of automotive lighting systems.
AUT 6	Differentiate multiplex classes and Controller Area Network (CAN) communication systems.
AUT 6	Describe the theory and operation of automobile's electrical accessories.
AUT 6	Explain the purpose and function of supplemental restraint system.
AUT 7	Diagnose and repair to industry standards, vehicle systems related to batteries.
AUT 7	Diagnose and repair vehicle systems area of starting systems.
AUT 7	Diagnose and repair vehicle charging systems.
AUT 7	Diagnose and repair vehicle lighting and signaling systems.
AUT 7	Diagnose and repair vehicle multiplex communication networks.
AUT 7	Diagnose and repair vehicle electrical accessories.
AUT 7	Diagnose and repair passive restraint and supplemental restraint systems.
AUT 8	Evaluate engine failure scenarios and identify appropriate diagnostic processes.
AUT 8	Define basic application of cylinder head and valve train diagnosis and repair.
AUT 8	Identify and distinguish lubrication and cooling systems diagnosis and repair.
AUT 8	Describe the steps necessary to appropriately diagnose and repair an engine block assembly.
AUT 8	Describe engine removal and reinstallation processes.
AUT 9	Demonstrate accurate general engine diagnosis, removal, and reinstallation.
AUT 9	Perform basic cylinder head and valve train diagnosis and repair.
AUT 9	Diagnose and repair lubrication and cooling systems.
AUT 9	Diagnose a faulty engine block assembly and perform basic repairs.
AUT 20	Describe the process used to diagnose and repair disk brake systems.
AUT 20	Describe the process used to diagnose and repair drum brake systems.
AUT 20	Describe the process used to diagnose and repair anti-lock brake systems.
AUT 20	Describe the process used to diagnose and repair suspension systems.
AUT 20	Describe the process used to diagnose and repair steering systems.
AUT 20	Describe the process used to diagnose and repair electronic suspension/steering systems.
AUT 21	Diagnose and repair vehicle systems and components of disc brake systems.
AUT 21	Diagnose and repair vehicle systems and components of drum brake systems.
AUT 21	Diagnose and repair vehicle systems and components of anti-lock brake systems.
AUT 21	Diagnose and repair vehicle systems and components of suspension systems.
AUT 21	Diagnose and repair vehicle systems and components of steering systems.
AUT 21	Diagnose and repair vehicle systems and components of electronic steering/suspension systems.
AUT 22	Describe HVAC system diagnosis and repair procedures.
AUT 22	Identify basic refrigeration system diagnosis and repair procedures and processes.
AUT 22	Identify basic applications of heating, ventilation, and engine cooling systems diagnosis and repair.
AUT 22	Compare HVAC operating systems and related controls, and identify appropriate diagnosis and repair protocols.
AUT 22	List and define refrigerant recovery, recycling, and handling and procedures.
AUT 22	Describe various applications of heating, ventilation, and engine cooling systems diagnosis and repair.
AUT 23	Diagnose and repair HVAC system.
AUT 23	Diagnose and repair complete refrigeration system component.
AUT 23	Diagnose and repair heating, ventilation, and engine cooling systems.
AUT 23	Diagnose and repair air conditioning operating systems and related controls.
AUT 23	Perform refrigerant recovery and recycling procedures.
AUT 30	Describe the theory and operation of various types of automotive ignition systems.
AUT 30	Describe the theory and operation of various types of automotive fuel systems.
AUT 30	Describe the theory and operation of the computer-controlled engine management system.
AUT 30	Describe the theory and operation of various engine emission control systems.
AUT 30	Describe the California Bureau of Automotive Repair (BAR) requirements for performing smog inspections and repairs.
AUT 31	Diagnose and repair various vehicle ignition system problems, using industry-approved tools and techniques.
AUT 31	Diagnose and repair various fuel system problems, using industry- approved tools and techniques.
AUT 31	Diagnose and repair various computer-controlled engine management system problems, using industry-approved tools and techniques.
AUT 31	Diagnose and repair various emission control system problems, using industry-approved tools and techniques.
AUT 31	Demonstrate how to perform the three types of emission control system inspections (Smog Check) according to California BAR standards.
AUT 41	Identify and describe the fundamental principles and components of electrical and electronic circuits
AUT 41	Analyze and measure series and parallel circuits
AUT 41	Read, interpret, and illustrate electrical schematics
AUT 41	Identify, explain, and test semi-conductors in electrical circuits
AUT 41	Test automotive microcomputer systems
AUT 41	Analyze and measure input, processing, and output of microcomputer systems
AUT 41	Identify types of input/output signals
AUT 41	Properly use tools and equipment for testing
AUT 41	Identify and explain the use of multiplexed computer systems
AUT 42	Navigate and operate manufacturer-specific scan tools.
AUT 42	Use manufacturer-specific scan tools to monitor, record, play back and up-load vehicle data stream information.
AUT 42	Identify and describe the differences between brush and brush-less motors (hybrid).
AUT 42	Identify, diagnose and service OBD II (On Board Diagnostic) electrical connectors.
AUT 42	Identify, explain and test multiplex control module inputs.
AUT 42	Identify, explain and test multiplex control module outputs.
AUT 42	Use manufacturer-specific tools to diagnose parasitic draws.
AUT 42	Develop a strategy based diagnostic routine to diagnose and repair various circuit faults.
AUT 52	Correctly identify transmission types and perform routine service procedures including fluid exchange and external adjustments.
AUT 52	Remove and replace both front and rear wheel drive automatic transmissions/transaxles.
AUT 52	Identify internal automatic transmission components using industry terminology and demonstrate an understanding of powerflow through the various planetary components.
AUT 52	Perform tests on automatic transmissions and transaxles using pressure gauges and scan tools to identify external or internal transmission/transaxle problems.
AUT 52	Tear down and reassemble transmissions using industry specific publications and determine a "good" part from a "bad" part prior to reassembly.
AUT 53	Identify the different types of automatic transmissions and transaxles found in today's cars and trucks.
AUT 53	Correctly identify the procedure then perform a fluid level check on various automatic transmissions.
AUT 53	Disassemble and reassemble an transmission/transaxle using special tools and jigs.
AUT 53	Understand and describe the operating characteristics of the mechanical and hydraulic systems found in an automatic transmission/transaxle.
AUT 53	Service an automatic transmission by replacing the filter and doing a fluid exchange using current industry practices.
AUT 53	Use a scan tool and pressure gauges to measure hydraulic pressures and access transmission related Diagnostic Trouble Codes (DTC's).
AUT 53	Interpret pressure readings and scan tool data to determine the root cause of transmission failures.
AUT 53	Remove and install, using industry standard tools and practices, an automatic transmission/transaxle.
AUT 56	Identify the different types of manual transmission, transaxles and four wheel drive configurations used in cars and light trucks.
AUT 56	Understand and describe power-flow through manual transmissions and transaxles.
AUT 56	Identify clutch related components using industry terminology and describe the theory and operation of the clutch system.
AUT 56	Distinguish the difference between Constant Velocity (CV) joints and propeller shafts and describe the operational characteristics of them both.
AUT 56	Identify the components and describe power-flow through differential assemblies.
AUT 57	Identify the different types of manual transmissions and transaxles found in today's cars and light trucks.
AUT 57	Tear down, inspect and reassemble a manual transmission/transaxle.
AUT 57	Describe power-flow through each gear of a manual transmission/transaxle.
AUT 57	Diagnose and repair manual transmission/transaxle shift and noise concerns.
AUT 57	Identify the different types of front and rear differential designs found in today's cars and trucks.
AUT 57	Tear down, inspect and reassemble a differential assembly.
AUT 57	Describe power-flow through a differential assembly.
AUT 57	Diagnose and repair differential related concerns.
AUT 57	Identify the different types of transfer cases and electronic differentials found in today's cars and trucks.
AUT 57	Tear down, inspect and reassemble a four wheel drive transfer case.
AUT 57	Describe power-flow through a transfer case.
AUT 57	Diagnose and repair transfer case related concerns.
AUT 60	Identify and practice the specific safety precautions to take when servicing hybrid and alternative fueled vehicles.
AUT 60	Identify the different types of fuels used in alternative fuel and clean diesel vehicles.
AUT 60	Distinguish between series, parallel, and pure electric vehicles.
AUT 60	Describe principles of electricity and electromagnetism and explain their application in hybrid vehicles.
AUT 60	Identify components and perform diagnostic procedures on the electric motor/generator systems used in hybrid vehicles.
AUT 60	Identify the components and diagnostic procedures used on the battery system and service related components in hybrid vehicles.
AUT 60	Identify the components and diagnostic procedures used on regenerative braking systems.
AUT 60	Evaluate Diagnostic Trouble Codes (DTCs) related to hybrid and alternative fuel systems and to repair system failures.
AUT 97	Develop a set of research notes based on personal observations, readings, discussions and media presentations. Notes must be orderly, legible and meaningful for future reference, and include analytical questions.
AUT 97	Produce a summary research report with supporting notes that is orderly, legible and meaningful for future reference; including an index and bibliography.
AUT 97	Draw from their notes sufficient data as to be able to write a logically ordered analytical essay of at least 1,500 words in a proper research-paper form, on a chosen topic that is pertinent to the special study theme.
AUT 99	Identify CWE objectives that are unique to each student and employment situation in consultation with their employer and CWE instructor prior to enrollment.
AUT 99	Describe the importance of on-the-job responsibilities.
AUT 99	Identify the attitudes and knowledge elements necessary for success.
AUT 114	Use appropriate terminology for a body shop.
AUT 114	Safely use and properly maintain shop tools and supplies.
AUT 114	Identify and describe basic car body designs and construction principles.
AUT 114	Demonstrate basic body repair procedures, including recognition of damaged area, realignment of damaged area, the use of fillers, and the selection and use of proper tools.
AUT 114	Demonstrate the basic procedures of surface preparation for painting.
AUT 115	Identify and describe the primers, paints and sealers used in automotive refinishing, including their types, function, and properties.
AUT 115	Properly prepare a vehicle for refinishing.
AUT 115	Apply primers, paints and sealers to refinish a vehicle.
AUT 115	Identify and describe the environmental issues associated with automotive refinishing.
AUT 200	Diagnose and repair, to industry standards, the systems, subsystems and components in an automobile in the areas of base brake and anti-lock brake systems.
AUT 200	Verify, diagnose and repair, to industry standards, the systems, subsystems and components in a automobile in the area of suspension and chassis systems both base and electronically controlled.
AUT 200	Perform general engine diagnosis.
AUT 200	Perform engine block assembly diagnosis and repair.
AUT 200	Perform AC system diagnosis and repair.
AUT 200	Perform a refrigeration system component diagnosis and repair.
AUT 201	Demonstrate the basic overhauling procedures of automatic transmissions/transaxles.
AUT 201	Diagnose, test and repair automatic transmissions/transaxles.
AUT 201	Diagnose, test and repair manual transmission/transaxles problems.
AUT 201	Systematically diagnose and repair actual engine performance problems using industry-approved electronic test equipment.
AUT 201	Perform circuit analysis, diagnostic testing, and repair of computer-controlled systems.
BCIS 12	Apply standard business document formatting to business letters, memoranda, email messages, and short reports.
BCIS 12	Employ correct grammar and utilize correct business punctuation in writing business documents.
BCIS 12	Compose clear, concise sentences and write complete, coherent paragraphs in business documents.
BCIS 12	Analyze business documents for correctness and apply appropriate proofreading marks.
BCIS 13	Explain the elements of the communication process.
BCIS 13	Analyze how word selection and usage affects communication.
BCIS 13	Solve business communication problems through planning, problem solving, organizing, writing, listening, and presenting techniques.
BCIS 13	Illustrate sensitivity to audience needs and desire, including cross-cultural situations.
BCIS 13	Plan, organize, write, and revise letters, memos, emails, and reports suitable for a variety of business situations, including quantitative (e.g. accounting and finance) and business legal contexts.
BCIS 13	Plan and deliver individual or team oral presentations for business meetings.
BCIS 13	Evaluate communication in an internationalization and global context.
BCIS 13	Select a proper delivery format --face-to-face vs. electronic-- and identify the strengths of each modality.
BCIS 13	Compare the various types of social media and related Internet writing contexts.
BCIS 13	Adjust composition, prose, and rhetorical language use for optimal conciseness and clarity.
BCIS 13	Assess the importance of social etiquette in a business environment.
BCIS 13	Evaluate the differences between primary sources and secondary sources.
BCIS 13	Examine the importance of original work, the role of proper citations and references, and the ability to avoid plagiarism of either a deliberate or inadvertent nature.
BCIS 18	Identify and explain how business technology supports business functions and processes;
BCIS 18	Assess the impact of technology on today’s businesses;
BCIS 18	Describe current and emerging technologies used in business;
BCIS 18	Identify, describe, and use the features and functions of a computer operating system;
BCIS 18	Identify, describe, and use the features of an Internet browser;
BCIS 18	Identify, describe, and apply various input technologies to enter and manipulate information accurately and efficiently;
BCIS 18	Identify, describe, and use productivity software, including word processing, spreadsheets, databases, and presentations, to support business tasks;
BCIS 18	Evaluate the communication technologies used to enhance and improve internal and external business communication; and
BCIS 18	Effectively and efficiently conduct online research, and evaluate results for accuracy, relevancy, and currency.
BCIS 20	Enter straight-copy alphabetic material using proper touch techniques at a minimum of 25 words a minute for three minutes with no more than three errors.
BCIS 20	Enter top-row numbers and special symbols using proper touch techniques at a minimum of 20 words a minute for one minute with no more than one error.
BCIS 20	Compose and edit documents at the keyboard utilizing good language arts skills, proper proofreading techniques, use of appropriate format, and accurate source citation.
BCIS 24	Demonstrate an increase of 10 words per minute on a three-minute timing with no more than three errors.
BCIS 24	Identify keyboarding strengths and weaknesses through the use of diagnostic testing materials.
BCIS 24	Keyboard prescribed corrective drills and practice material to improve weaknesses defined by the instructor and diagnostic tests.
BCIS 24	Demonstrate the correct fingering for all letter, number, and manipulative keys using appropriate "touch" keyboarding techniques.
BCIS 24	Evaluate all work for accuracy and speed on both short- and long-term tasks.
BCIS 28	Create, save, print, close, open, and edit a Microsoft Word document.
BCIS 28	Enhance documents with special formatting including fonts, line spacing, tabs, and indents.
BCIS 28	Proofread and edit a variety of business documents using the Spell Checker, Thesaurus, and Grammar Checker.
BCIS 28	Create and format tables, charts, columns, outlines, templates, table of contents, and indexes.
BCIS 28	Format and merge form files and data files to create business documents, including letters, envelopes and labels.
BCIS 28	Utilize special features such as find and replace, headers and footers, date and time, AutoCorrect, AutoText, drawing, WordArt, images, styles and web pages.
BCIS 31	Plan, prepare, and design effective electronic business presentations.
BCIS 31	Apply features and functions of current presentation softwares to create business presentations.
BCIS 31	Identify and demonstrate effective presentation delivery skills.
BCIS 33	Examine the components of external and internal communication skills.
BCIS 33	Demonstrate the effective verbal and non-verbal skills required for managing conflict.
BCIS 33	Evaluate the techniques for developing a positive attitude.
BCIS 33	Assess the interpersonal and self-management skills necessary for creating a professional image for the workplace.
BCIS 46	Demonstrate entering mathematical data with accuracy and speed using the touch method on an electronic business calculator.
BCIS 46	Accurately round numbers and estimate answers for multiplication and division problems without using a business calculator.
BCIS 46	Solve basic business mathematical problems that include whole numbers, fractions, decimals, and percents.
BCIS 46	Compute gross pay, net pay, and taxes and complete payroll registers.
BCIS 46	Calculate discounts, series discounts, markups, markdowns, and complete invoices.
BCIS 46	Calculate interest and installment payments.
BCIS 47	Define desktop publishing and identify the software used to create printed business publications;
BCIS 47	Identify the goals of both document design and page design;
BCIS 47	Identify the design principles and design elements to be considered when planning and creating business publications;
BCIS 47	Describe the purpose and function of graphics, color, and typography principles in document and page design and use both effectively when creating business publications;
BCIS 47	Describe the features and functions of a current page layout software and apply these to create business publications;
BCIS 47	Describe the features and functions of a current photo editing software and apply these to modify and enhance photos to be placed in business publications; and
BCIS 47	Plan, create, design, and print business publications applying design principles and elements, typography principles, color, and images.
BCIS 50	Evaluate the attitudes, responsibilities, and expectations of the office administrative professional.
BCIS 50	Identify and assess the proper behaviors necessary for working ethically in all facets of professional life.
BCIS 50	Develop and reinforce effective internal and external communication techniques with individuals and groups.
BCIS 50	Identify and apply the administrative assistant's job duties in managing an office's records, making travel arrangements, handling mail, and completing financial reports.
BCIS 50	Recognize and apply the principles of effective job search techniques.
BCIS 51	Examine and contrast the more popular methods used for records storage and retrieval including alphabetic, subject, and numeric.
BCIS 51	Compare the advantages and disadvantages of storage and retrieval techniques used for physical (paper) records, image records, and electronic media.
BCIS 51	Assess the importance of managing the entire life cycle of a record including its creation, distribution/use, maintenance, and disposition.
BCIS 51	Design database files to create more efficient records management systems, including the creation of effective forms, accession logs, record sorts, and master and relative indexes.
BCIS 51	Explore the components of an effective records and information management program including records audits, cost-effective records storage and labor methods, the need for records and information manuals, knowledge management, implementing a disaster recovery plan, and migration of records.
BCIS 51	Identify the criteria needed to create an effective physical records management system and select the storage components that most appropriately fit those standards.
BCIS 59	Define and correctly apply legal terminology as it relates to the various areas of law.
BCIS 59	Analyze the procedures followed and forms utilized in probate, civil, family, criminal, and corporate law offices.
BCIS 59	Identify the different sections of legal documents and evaluate the quality of the content.
BCIS 59	Evaluate the strengths and weaknesses of various scheduling tools used in the court litigation process.
BCIS 60	Examine the components of the legal field and how the employee's role functions within that arena.
BCIS 60	Evaluate legal documents for appropriate content and accuracy.
BCIS 60	Explain the court process as it applies to the legal office environment.
BCIS 60	Evaluate potential clients to determine whether the law office is equipped to handle their needs.
BCIS 62	Examine Health Insurance Portability and Accountability Act's (HIPAA) role in determining reimbursement and compliance in the medical office.
BCIS 62	Identify and describe the main components of outpatient coding.
BCIS 62	Contrast the components of ICD-9-CM coding with ICD-10-CM coding.
BCIS 62	Identify and describe CPT and the Level II National Codes (HCPCS) and the part each plays in medical office coding.
BCIS 62	Explain the differences in the skills needed for Inpatient Coding as compared with outpatient coding.
BCIS 62	Code patient diagnoses and treatments using ICD-9-CM, ICD-10-CM, CPT, and HCPCS codes.
BCIS 63	Analyze Compliance Alerts and HIPAA Regulations in relation to proper medical insurance billing techniques.
BCIS 63	Explain the importance of clinical records and medical documentation for creating claims.
BCIS 63	Compare and contrast the various health insurance plans and their requirements for medical billing.
BCIS 63	Create and complete clean (error-free) claim billing insurance forms (CMS-1500) utilizing proper diagnostic and procedural codes.
BCIS 63	Explain the techniques of handing collections.
BCIS 70(A-Z)	Discuss enhanced office support topics
BCIS 70(A-Z)	Participate in professional organizations
BCIS 70(A-Z)	Demonstrate soft skills required for successful employment
BCIS 70K	Open, navigate, and view a variety of PDF documents including forms, schematics, and written documents
BCIS 70K	Create PDF documents from a variety of sources including Microsoft Office files, web pages, photos, and screen captures
BCIS 70K	Save and export Adobe Acrobat files
BCIS 70K	Utilize special features of Adobe Acrobat software
BCIS 70L	Compose professional e-mails following proper e-mail format guidelines, e-mail etiquette, and business communication guidelines;
BCIS 70L	Identify the Outlook user interface and configure different e-mail accounts;
BCIS 70L	Use features of Outlook's e-mail application to prepare messages, set delivery options, and specify e-mail security settings;
BCIS 70L	Use features of Outlook's Contacts application to create and manage individual and group contacts;
BCIS 70L	Use features of Outlook's Calendar application to organize appointments, events, and meeting requests;
BCIS 70L	Use features of Tasks application to initiate, accept, send, and track projects.
BCIS 75	Describe the job opportunities available in today's healthcare management field.
BCIS 75	Demonstrate the interpersonal skills required for successful face-to-face and telephone communication.
BCIS 75	Organize medical records and drug/prescription records using appropriate records management procedures.
BCIS 75	Describe the appropriate procedures necessary for processing mail and handling telecommunications.
BCIS 75	Identify the office managerial responsibilities required in today's medical front office.
