SOC 14,Sociology of Gender
SOC 20,Introduction to Race and Ethnicity
SOC 30,Sociology of Inequality
SOC 55,Sustainability Studies Seminar
SOC 95,Special Studies
SOC 99,Work Experience
SPAN 1,First Semester Spanish
SPAN 2,Second Semester Spanish
SPAN 3,Third Semester Spanish
SPAN 4,Fourth Semester Spanish
SPAN 14,Hispanic Short Stories
SPAN 16,Hispanic Film
SPAN 95,Special Studies
SPAN 100,Beginning Conversational Spanish
SPAN 101,Intermediate Conversational Spanish
SPE 306,Work Activity for Adults with Disabilities
SPE 308,Functional Academics for Persons with Substantial Disabilities
SPE 310,Integration into the Community for Persons with Substantial
SPE 311,Horticultural Arts for Persons with Substantial Disabilities
SPE 312,Applied Arts for Persons with Substantial Disabilities
SPE 313,Fine Arts for Persons with Substantial Disabilities
SPE 314,Performing Arts for Persons with Substantial Disabilities
SPE 315,Culinary Arts and Nutrition Skills for Persons with Substantial
SPE 316,Health and Wellness for Persons with Substantial Disabilities
SPE 318,Communication Skills for Persons with Substantial Disabilities
SPE 320,Independent Living Skills for Persons with Substantial Disabilities
SPE 321,Individual Social Growth Skills for Persons with Substantial
SPE 322,Group Social Growth for Persons with Substantial Disabilities
WKE 198,General Work Experience
WLD 20,Beginning Welding
WLD 21,Intermediate Welding
WLD 22,Oxyacetylene Welding and Flame Cutting
WLD 24,Shielded Metal Arc Welding (Stick Electrode)
WLD 25,Fabrication Practicums
WLD 26,Symbol Reading  Blue Print Interpretation and Computations
WLD 28,Mig and Tig Arc Welding
WLD 30,Heavy Plate Welding
WLD 32,Integrated Welding Applications
WLD 34,Pipe and Tube Welding
WLD 36,Welder Qualification
WLD 40,Welding Equipment Maintenance and Service
WLD 42,Introduction to Welding Inspection
WLD 50,Pipe Fitting and Cutting
WLD 55,Power Generation and Petroleum Chemical Pipe & Tube Welding
WLD 56,Welding Industry Employment Preparation
WLD 97,Special Problems
WLD 99,Work Experience
WLD 150,Shop Practices for Beginning Welders
WLD 152,Shop Practices for Intermediate Welders
WLD 154,Shop Practices for Welders I
WLD 156,Shop Practices for Welders II
WLD 158,Shop Practices for Pipe and Tube Welders
WLD 159,Shop Practices for Advanced Pipe Welders
WLD 160,Welding Certification Practices
WLD 162,Pipe and Tube Welding Certification Practices
WLD 164,Welding Recertification Practices
